Suburb,Rooms,Price,Bathroom,Car,Landsize,Lattitude,Longtitude
Brunswick,3,1222500,1,0,331,-37.7619,144.959
Brunswick,3,810000,2,3,177,-37.7609,144.9677
Brunswick,2,1105000,1,1,147,-37.7702,144.9692
Brunswick,2,1260000,1,1,385,-37.7631,144.9534
Brunswick,3,955000,2,2,327,-37.7636,144.9559
Brunswick,1,895000,1,0,0,-37.7717,144.9679
Brunswick,2,1094000,1,2,301,-37.7672,144.9496
Brunswick,3,1135000,1,1,438,-37.7758,144.9508
Brunswick,2,792000,1,1,149,-37.7597,144.9528
Brunswick,2,587000,1,1,114,-37.758,144.9667
Brunswick,3,1060000,1,0,257,-37.7704,144.9695
Brunswick,2,840000,1,1,186,-37.7727,144.9707
Brunswick,2,890000,1,1,199,-37.7676,144.9659
Brunswick,4,1358000,1,1,416,-37.7769,144.9661
Brunswick,3,840000,1,0,209,-37.7624,144.9692
Brunswick,2,685000,2,1,0,-37.7617,144.9642
Brunswick,2,600000,1,1,768,-37.7768,144.9512
Brunswick,3,905000,1,1,314,-37.7573,144.97
Brunswick,3,976000,2,1,240,-37.756,144.9587
Brunswick,3,641000,2,1,0,-37.7703,144.9533
Brunswick,2,770000,1,0,152,-37.7611,144.966
Brunswick,1,279500,1,1,0,-37.7597,144.9548
Brunswick,4,1800000,2,3,271,-37.7769,144.9691
Brunswick,4,1350000,1,1,370,-37.7728,144.9639
Brunswick,4,1320000,2,1,281,-37.7722,144.9681
Brunswick,3,825000,1,1,210,-37.7597,144.9545
Brunswick,2,860000,1,2,352,-37.7566,144.9599
Brunswick,2,830000,1,1,319,-37.7572,144.9686
Brunswick,2,936000,1,2,200,-37.7581,144.9678
Brunswick,3,1261000,1,1,216,-37.7746,144.9697
Brunswick,3,1045000,1,2,222,-37.7642,144.969
Brunswick,3,1044000,1,1,0,-37.773,144.9624
Brunswick,3,1050000,1,1,239,-37.7776,144.963
Brunswick,3,1691500,2,3,470,-37.7788,144.9688
Brunswick,2,1075000,1,0,311,-37.7572,144.9687
Brunswick,2,620000,1,1,135,-37.7583,144.9756
Brunswick,2,501000,1,1,1140,-37.7634,144.9616
Brunswick,3,1260000,1,6,563,-37.7757,144.9505
Brunswick,3,1650000,1,2,495,-37.7702,144.9672
Brunswick,2,601000,1,1,0,-37.7778,144.9594
Brunswick,1,800000,1,4,330,-37.7577,144.9524
Brunswick,2,1015000,1,0,453,-37.762,144.9547
Brunswick,1,625000,1,1,82,-37.7661,144.9614
Brunswick,3,1700000,2,1,0,-37.7763,144.9597
Brunswick,3,815000,2,1,99,-37.769,144.953
Brunswick,2,435000,1,1,0,-37.7597,144.9655
Brunswick,2,890000,1,1,259,-37.7653,144.9565
Brunswick,3,1815000,1,3,612,-37.773,144.952
Brunswick,5,2500000,2,2,555,-37.7767,144.9645
Brunswick,2,860000,1,1,298,-37.7704,144.9504
Brunswick,2,491000,1,1,1080,-37.7598,144.9655
Brunswick,3,990000,2,1,194,-37.7653,144.9567
Brunswick,2,350000,1,1,0,-37.7671,144.9702
Brunswick,2,871000,1,1,215,-37.7722,144.9637
Brunswick,3,985000,1,2,384,-37.7626,144.9535
Brunswick,3,1250000,1,1,483,-37.7602,144.9543
Brunswick,2,542000,1,1,0,-37.7618,144.9662
Brunswick,3,641000,2,1,0,-37.7703,144.9533
Brunswick,5,1395000,2,2,391,-37.7587,144.9548
Brunswick,3,860000,1,1,184,-37.7563,144.96
Brunswick,1,440000,1,1,0,-37.7769,144.9523
Brunswick,2,860000,1,0,153,-37.7657,144.9574
Brunswick,3,835000,1,0,302,-37.758,144.9724
Brunswick,2,705000,1,1,161,-37.7646,144.9586
Brunswick,2,800000,1,0,137,-37.7745,144.9558
Brunswick,3,880000,1,1,264,-37.7603,144.9573
Brunswick,3,1000000,1,1,370,-37.7632,144.9572
Brunswick,2,754000,2,1,177,-37.7625,144.9653
Brunswick,2,916000,1,0,1328,-37.773,144.9568
Brunswick,2,590000,1,1,0,-37.7703,144.9533
Brunswick,2,575000,1,1,0,-37.7775,144.9607
Brunswick,2,1020000,1,1,279,-37.77,144.9633
Brunswick,3,1510000,1,0,325,-37.7621,144.9595
Brunswick,2,801000,2,1,156,-37.7744,144.9498
Brunswick,3,820000,2,2,4668,-37.7687,144.9649
Brunswick,1,370000,1,1,540,-37.7766,144.9574
Brunswick,3,1170000,1,0,285,-37.7634,144.9593
Brunswick,4,1790000,1,1,416,-37.7737,144.965
Brunswick,3,640000,2,1,110,-37.7776,144.9691
Brunswick,4,820000,1,0,416,-37.763,144.9598
Brunswick,4,1875000,2,2,657,-37.7725,144.964
Brunswick,3,1053000,1,1,343,-37.7589,144.9529
Brunswick,3,705000,1,1,55,-37.7611,144.9622
Brunswick,1,240000,1,1,0,-37.7776,144.9633
Brunswick,4,1175000,1,2,319,-37.7763,144.9549
Brunswick,4,1217000,1,0,363,-37.7621,144.9506
Brunswick,3,1020000,1,3,308,-37.7649,144.9641
Brunswick,2,1180000,1,1,0,-37.7738,144.9585
Brunswick,3,1340000,1,1,316,-37.7741,144.9703
Brunswick,4,1410000,2,1,460,-37.7554,144.9544
Brunswick,3,1550000,1,1,346,-37.7738,144.9695
Brunswick,3,740000,2,1,4676,-37.7687,144.9649
Brunswick,3,947000,1,2,996,-37.7564,144.9527
Brunswick,2,592500,1,2,0,-37.7706,144.9608
Brunswick,3,1317000,1,1,480,-37.7639,144.966
Brunswick,1,370000,1,1,0,-37.7775,144.9607
Brunswick,2,765000,1,1,199,-37.759,144.9597
Brunswick,1,772000,1,1,147,-37.7643,144.9584
Brunswick,3,1210000,2,1,280,-37.7719,144.9661
Brunswick,4,1755000,2,1,354,-37.7745,144.9523
Brunswick,2,1073000,1,1,182,-37.7629,144.968
Brunswick,3,1080000,2,1,316,-37.7643,144.9713
Brunswick,2,945000,1,2,246,-37.775,144.9536
Brunswick,2,755000,1,1,159,-37.7656,144.9562
Brunswick West,2,521500,1,1,0,-37.768,144.9408
Brunswick West,2,320000,1,1,0,-37.7514,144.9288
Brunswick West,3,1190000,1,1,0,-37.7564,144.9422
Brunswick West,3,942000,1,0,358,-37.7642,144.9493
Brunswick West,2,471000,1,1,564,-37.7665,144.9425
Brunswick West,2,473000,1,2,568,-37.7682,144.9422
Brunswick West,3,1200000,1,1,600,-37.769,144.9478
Brunswick West,4,930000,2,2,299,-37.764,144.9454
Brunswick West,1,265000,1,1,0,-37.7586,144.9452
Brunswick West,3,955000,1,0,220,-37.7659,144.9494
Brunswick West,5,1350000,2,2,510,-37.7581,144.9414
Brunswick West,2,380000,1,1,0,-37.7607,144.9393
Brunswick West,1,300000,1,0,0,-37.7763,144.947
Brunswick West,3,810000,1,2,349,-37.7589,144.9368
Brunswick West,2,380000,1,1,0,-37.7594,144.9427
Brunswick West,3,793000,1,0,275,-37.763,144.9439
Brunswick West,2,400000,1,1,73,-37.7528,144.9368
Brunswick West,2,400500,1,1,0,-37.7582,144.94
Brunswick West,3,797500,2,2,262,-37.7519,144.9324
Brunswick West,2,435000,1,1,0,-37.7727,144.9497
Brunswick West,3,920000,1,2,501,-37.753,144.9421
Brunswick West,3,1172000,1,2,512,-37.7758,144.9435
Brunswick West,3,1300000,1,2,364,-37.7618,144.9497
Brunswick West,3,1330000,1,2,353,-37.764,144.9428
Brunswick West,3,1245000,1,1,412,-37.7618,144.9455
Brunswick West,2,900000,1,1,410,-37.7613,144.9446
Brunswick West,7,1205000,3,1,447,-37.7634,144.9403
Brunswick West,2,380000,1,1,0,-37.7676,144.9394
Brunswick West,3,1095000,1,1,411,-37.7728,144.9478
Brunswick West,2,680000,1,1,0,-37.772,144.9406
Brunswick West,2,711000,1,1,177,-37.7619,144.9412
Brunswick West,2,910000,1,4,576,-37.7578,144.9439
Brunswick West,3,1186000,1,3,608,-37.7694,144.9448
Brunswick West,2,500000,1,1,0,-37.7595,144.9436
Brunswick West,2,1005000,1,1,284,-37.7646,144.9476
Brunswick West,2,385000,1,1,0,-37.7688,144.9421
Brunswick West,2,656000,1,1,0,-37.7609,144.9425
Brunswick West,2,370000,1,1,2120,-37.7524,144.9347
Brunswick West,1,320000,1,1,0,-37.7661,144.9422
Brunswick West,4,988000,1,1,384,-37.7733,144.9491
Brunswick West,2,400000,1,1,0,-37.7752,144.9463
Brunswick West,1,330000,1,1,0,-37.7748,144.9483
Brunswick West,5,1200000,2,3,553,-37.7576,144.9348
Brunswick West,2,537000,1,1,501,-37.7741,144.9449
Brunswick West,3,910000,1,2,717,-37.7525,144.9321
Brunswick West,1,285000,1,1,0,-37.7675,144.939
Brunswick West,4,921500,1,1,575,-37.7575,144.9402
Brunswick West,3,995000,1,2,505,-37.757,144.9446
Brunswick West,3,901000,1,4,357,-37.762,144.9497
Brunswick West,2,1315000,1,2,554,-37.7715,144.9426
Brunswick West,2,370000,1,1,0,-37.7606,144.9443
Brunswick West,2,735000,1,2,120,-37.7659,144.9487
Brunswick West,4,1000000,1,1,589,-37.7628,144.9459
Brunswick West,1,252000,1,1,0,-37.7586,144.9433
Brunswick West,4,1700000,2,2,621,-37.7764,144.9479
Brunswick West,2,820000,1,1,206,-37.7604,144.9488
Brunswick West,2,370000,1,1,0,-37.7686,144.9421
Brunswick West,2,484000,1,1,0,-37.7543,144.9385
Brunswick West,3,815000,1,2,157,-37.7652,144.9454
Brunswick West,3,1150000,1,2,726,-37.7747,144.9421
Brunswick West,1,351000,1,1,0,-37.7614,144.9393
Brunswick West,4,1150000,1,2,519,-37.7747,144.9474
Brunswick West,2,598000,1,1,69,-37.766,144.9439
Brunswick West,2,497000,1,1,0,-37.7647,144.9412
Brunswick West,2,403000,1,2,0,-37.7643,144.9477
Brunswick West,2,440000,1,1,0,-37.7577,144.9354
Brunswick West,2,816000,2,1,343,-37.7552,144.9458
Brunswick West,4,1585000,1,2,562,-37.7583,144.9428
Brunswick West,4,970000,3,2,499,-37.7538,144.944
Bulleen,3,851000,1,2,385,-37.7599,145.0849
Bulleen,4,1300000,1,2,717,-37.7608,145.0862
Bulleen,4,1110000,2,2,562,-37.7628,145.0994
Bulleen,4,1235000,2,2,556,-37.7657,145.0957
Bulleen,4,1505000,3,2,410,-37.7695,145.082
Bulleen,4,1303000,2,2,670,-37.7695,145.0869
Bulleen,5,1336000,3,3,736,-37.7683,145.0881
Bulleen,3,880000,2,2,514,-37.7683,145.0959
Bulleen,3,980000,1,1,701,-37.7729,145.098
Bulleen,3,975000,2,2,632,-37.7813,145.102
Bulleen,3,1127000,1,2,631,-37.7778,145.0901
Bulleen,3,990000,2,1,585,-37.7689,145.099
Bulleen,4,1401000,2,2,617,-37.7582,145.0889
Bulleen,3,1340000,1,2,775,-37.779,145.101
Bulleen,4,1225000,2,2,723,-37.7724,145.1033
Bulleen,5,1490000,3,2,796,-37.7697,145.0871
Bulleen,3,1250000,2,2,315,-37.7607,145.0853
Bulleen,4,1002000,1,2,650,-37.778,145.0913
Bulleen,4,1260000,2,2,730,-37.7606,145.0932
Bulleen,3,905000,3,2,401,-37.7733,145.0901
Bulleen,3,1400000,1,3,770,-37.7644,145.0886
Bulleen,4,1085000,2,1,1124,-37.7679,145.0958
Bulleen,4,1300000,3,1,604,-37.7621,145.086
Bulleen,3,787000,1,2,306,-37.7792,145.0903
Bulleen,4,1280000,1,2,732,-37.7615,145.0897
Bulleen,3,1075000,1,1,604,-37.7711,145.0928
Bulleen,2,890000,1,2,559,-37.7739,145.094
Bulleen,4,1320000,3,2,411,-37.7698,145.083
Bulleen,4,1302000,2,2,475,-37.765,145.0933
Bulleen,3,1050000,2,1,728,-37.7765,145.1031
Bulleen,4,1000000,2,3,672,-37.7689,145.0895
Bulleen,4,1300000,2,2,744,-37.7791,145.086
Bulleen,4,1250000,2,2,732,-37.7771,145.0855
Bulleen,4,976000,1,1,701,-37.7786,145.0945
Bulleen,2,980000,1,1,551,-37.7739,145.0962
Bulleen,3,812500,1,1,421,-37.7798,145.1023
Bulleen,3,990000,1,2,602,-37.7674,145.0988
Bulleen,4,1244000,2,2,530,-37.7735,145.088
Bulleen,4,1100000,2,2,693,-37.7743,145.0863
Bulleen,4,1475000,2,2,617,-37.7569,145.0913
Bulleen,4,1140000,2,3,554,-37.7624,145.0961
Bulleen,2,833000,1,0,359,-37.7609,145.0869
Bulleen,2,903000,1,1,591,-37.7679,145.0978
Bulleen,4,1351000,2,2,740,-37.7781,145.0901
Bulleen,2,1060000,1,2,609,-37.7762,145.0958
Bulleen,3,1063000,1,2,602,-37.7712,145.097
Burwood,5,1590000,3,2,661,-37.848,145.098
Burwood,3,1390000,1,2,697,-37.851,145.1169
Burwood,3,1300000,1,2,773,-37.8562,145.1104
Burwood,4,1890000,2,2,1145,-37.8538,145.127
Burwood,3,1022500,2,2,265,-37.8516,145.1056
Burwood,3,1250000,1,1,662,-37.8561,145.1054
Burwood,3,1151000,1,1,695,-37.8551,145.1121
Burwood,3,1755000,1,1,931,-37.854,145.1195
Burwood,3,686000,1,2,273,-37.8473,145.1203
Burwood,3,1300000,1,1,667,-37.8489,145.1093
Burwood,3,1160000,1,1,786,-37.8525,145.1198
Burwood,4,2000000,3,2,928,-37.842,145.102
Burwood,3,790000,1,2,318,-37.8544,145.1114
Burwood,4,1682000,2,1,921,-37.8494,145.1291
Burwood,3,625000,2,1,0,-37.8561,145.0962
Burwood,3,780000,2,2,160,-37.8525,145.0973
Burwood,3,1342000,1,2,690,-37.8509,145.117
Burwood,4,1782800,2,2,804,-37.8516,145.1179
Burwood,3,1468000,1,2,706,-37.8509,145.1161
Burwood,2,650000,1,1,194,-37.8509,145.1119
Burwood,5,1060000,3,2,326,-37.8528,145.1129
Burwood,4,1255000,2,2,438,-37.8599,145.1101
Burwood,4,900000,1,4,586,-37.856,145.1196
Burwood,2,633000,1,1,276,-37.8454,145.0971
Burwood,3,1070500,1,2,776,-37.856,145.1104
Burwood,3,1175000,1,2,661,-37.8495,145.1282
Burwood,3,1521000,2,2,660,-37.8474,145.0988
Burwood,2,1350000,1,2,593,-37.8444,145.1054
Burwood,3,752000,2,2,217,-37.8522,145.1312
Burwood,3,570000,1,1,384,-37.8542,145.1138
Burwood,3,1460000,1,2,742,-37.8529,145.0962
Burwood,3,745000,1,2,228,-37.8521,145.1187
Burwood,5,2150000,4,2,643,-37.8454,145.0974
Burwood,3,746000,1,2,308,-37.8505,145.1065
Burwood,3,1540000,2,2,653,-37.8445,145.1011
Burwood,3,1145000,2,2,329,-37.8484,145.1013
Burwood,5,1410000,2,1,824,-37.8535,145.1139
Burwood,3,640000,1,1,217,-37.8562,145.1075
Burwood,4,1800000,2,2,1393,-37.8463,145.102
Burwood,4,1270000,2,2,399,-37.8597,145.1084
Burwood,4,900000,3,2,381,-37.8459,145.1041
Burwood,4,1250000,2,2,499,-37.8593,145.1101
Burwood,4,1410000,2,3,739,-37.8552,145.1292
Burwood,5,1100000,2,1,544,-37.8525,145.1154
Burwood,4,1485000,2,2,662,-37.8601,145.1007
Burwood,3,2068000,1,1,1101,-37.8529,145.1222
Burwood,3,1000000,1,1,589,-37.855,145.118
Burwood,4,800000,2,1,0,-37.8507,145.109
Burwood,3,702000,2,1,170,-37.8554,145.1089
Camberwell,4,2650000,2,1,652,-37.8286,145.0686
Camberwell,3,1615000,1,2,389,-37.8435,145.0695
Camberwell,4,3225000,3,2,934,-37.8496,145.0869
Camberwell,2,1017000,1,2,0,-37.8231,145.0585
Camberwell,2,729000,1,1,137,-37.8459,145.088
Camberwell,5,2600000,4,1,708,-37.8386,145.067
Camberwell,3,1650000,2,2,305,-37.8365,145.0802
Camberwell,5,2860000,3,4,753,-37.842,145.0888
Camberwell,2,950000,1,2,230,-37.8448,145.0723
Camberwell,2,615000,1,1,1107,-37.8347,145.057
Camberwell,3,1987000,2,2,706,-37.8457,145.0611
Camberwell,2,683000,1,1,146,-37.8357,145.0697
Camberwell,3,1690000,2,1,777,-37.8431,145.0962
Camberwell,2,430000,1,1,0,-37.8493,145.0877
Camberwell,2,717000,1,1,136,-37.8469,145.0589
Camberwell,3,1300000,2,2,342,-37.8433,145.0695
Camberwell,4,2950000,2,4,661,-37.8382,145.0904
Camberwell,4,2600000,2,2,600,-37.8237,145.0638
Camberwell,3,2325000,2,2,1133,-37.8426,145.0943
Camberwell,2,435000,1,1,896,-37.8479,145.0958
Camberwell,2,892000,1,1,335,-37.8452,145.0959
Camberwell,2,900400,1,1,93,-37.8314,145.0611
Camberwell,4,2090000,2,2,650,-37.8274,145.0688
Camberwell,3,1250000,2,2,232,-37.842,145.0542
Camberwell,3,2000000,1,2,821,-37.8459,145.0644
Camberwell,3,1302000,1,1,427,-37.8367,145.0934
Camberwell,3,1430000,2,2,244,-37.8446,145.068
Camberwell,3,1622000,1,1,544,-37.8436,145.0581
Camberwell,2,502000,1,1,0,-37.8255,145.0592
Camberwell,2,435000,1,1,896,-37.8479,145.0958
Camberwell,2,620000,1,1,122,-37.8439,145.0718
Camberwell,5,2000000,3,2,801,-37.84,145.0548
Camberwell,3,591000,1,1,0,-37.8255,145.0592
Camberwell,5,2608000,2,4,730,-37.8424,145.0639
Camberwell,3,1780000,1,1,769,-37.8482,145.0949
Camberwell,3,2250000,2,2,656,-37.841,145.0824
Camberwell,2,895000,1,1,424,-37.8465,145.0743
Camberwell,3,1800000,2,0,584,-37.8349,145.0758
Camberwell,4,1400000,0,0,693,-37.836,145.0914
Camberwell,2,693000,1,1,84,-37.832,145.0599
Camberwell,2,900000,1,1,150,-37.8438,145.066
Camberwell,5,2700000,3,2,802,-37.8442,145.0578
Camberwell,2,530000,1,1,0,-37.8491,145.086
Camberwell,2,805000,2,2,188,-37.8442,145.0668
Camberwell,4,2228000,2,2,813,-37.8405,145.0903
Camberwell,3,930000,2,2,132,-37.8489,145.088
Camberwell,2,590000,1,1,0,-37.847,145.0672
Camberwell,4,4760000,2,2,903,-37.8238,145.0624
Camberwell,3,1602500,1,1,405,-37.8448,145.071
Camberwell,3,1515000,2,2,318,-37.8447,145.0916
Camberwell,2,1800000,1,4,368,-37.8233,145.0644
Camberwell,2,530000,1,1,0,-37.8361,145.0599
Camberwell,2,558000,1,1,0,-37.8316,145.068
Camberwell,2,1185000,2,2,259,-37.8357,145.0786
Camberwell,3,2177000,1,2,635,-37.8454,145.0707
Camberwell,3,2155000,1,1,891,-37.8408,145.0905
Camberwell,3,3400000,2,4,877,-37.8437,145.0623
Camberwell,2,1470000,1,2,400,-37.8393,145.0662
Camberwell,2,820000,1,1,166,-37.8439,145.0662
Camberwell,3,2105000,1,2,692,-37.8379,145.0849
Camberwell,3,1625000,2,2,283,-37.8362,145.064
Camberwell,3,1750000,2,3,780,-37.8328,145.0679
Camberwell,3,3300000,3,2,417,-37.831,145.0621
Camberwell,2,667000,1,1,83,-37.8355,145.0633
Camberwell,5,2800000,3,2,805,-37.8459,145.0721
Camberwell,2,1175000,1,1,246,-37.8336,145.0612
Camberwell,2,775000,2,1,103,-37.8406,145.0545
Camberwell,3,2220000,2,2,850,-37.8456,145.0865
Camberwell,4,2015000,1,4,772,-37.8441,145.0806
Camberwell,2,700000,1,1,631,-37.8434,145.081
Camberwell,3,1700000,1,1,970,-37.8344,145.0818
Camberwell,4,3225000,3,1,632,-37.8244,145.064
Camberwell,2,810000,1,1,0,-37.8357,145.0595
Camberwell,5,3320000,4,2,741,-37.8422,145.064
Camberwell,5,2125000,3,2,603,-37.8437,145.069
Camberwell,4,2030000,2,2,686,-37.8458,145.0611
Camberwell,4,2750000,3,1,0,-37.8325,145.0649
Camberwell,4,2000000,3,4,697,-37.836,145.056
Camberwell,2,706000,1,1,95,-37.8399,145.0912
Camberwell,5,2250000,5,1,639,-37.8303,145.0668
Camberwell,5,2740000,2,2,643,-37.8421,145.0719
Canterbury,4,2950000,2,2,687,-37.8186,145.0706
Canterbury,3,1587500,1,1,459,-37.8265,145.072
Canterbury,4,1550000,2,4,318,-37.822,145.0864
Canterbury,2,765000,1,1,543,-37.8295,145.0774
Canterbury,2,830000,1,1,110,-37.8264,145.0824
Canterbury,4,2375000,2,1,653,-37.8292,145.0852
Canterbury,5,2900000,2,2,795,-37.8181,145.0668
Canterbury,3,2200000,3,2,468,-37.8264,145.0741
Canterbury,4,2620000,1,1,717,-37.8266,145.0849
Canterbury,2,1305000,1,1,342,-37.8326,145.081
Canterbury,4,4350000,3,3,788,-37.8215,145.0731
Canterbury,3,928000,2,1,145,-37.8233,145.0769
Canterbury,5,2930000,3,4,645,-37.8317,145.0738
Canterbury,4,2950000,2,3,812,-37.8323,145.0842
Canterbury,4,3800000,1,1,858,-37.8183,145.0667
Canterbury,2,722000,1,1,0,-37.8205,145.0828
Canterbury,5,2350000,2,4,838,-37.8252,145.0721
Canterbury,3,1680000,2,2,387,-37.8227,145.0845
Canterbury,3,1640000,3,2,352,-37.827,145.0737
Canterbury,3,1680000,2,1,325,-37.826,145.0729
Canterbury,5,3550000,4,4,684,-37.832,145.0853
Canterbury,3,1385000,1,1,444,-37.826,145.0734
Canterbury,4,3400000,1,4,845,-37.8184,145.0702
Canterbury,2,690500,1,1,118,-37.8257,145.0856
Canterbury,3,1850000,2,2,361,-37.8206,145.0785
Canterbury,2,736000,1,2,132,-37.8234,145.0731
Canterbury,3,1843000,2,2,0,-37.8207,145.0854
Canterbury,2,685000,1,1,122,-37.8236,145.0729
Canterbury,2,1800000,1,3,716,-37.8213,145.079
Canterbury,3,1800000,2,2,316,-37.8273,145.0786
Canterbury,4,3145000,2,2,796,-37.8266,145.072
Canterbury,4,1742000,2,2,780,-37.8206,145.0678
Canterbury,4,1420000,2,2,278,-37.8273,145.0752
Canterbury,2,1016000,1,2,0,-37.8291,145.0826
Carlton North,3,1330000,1,1,314,-37.7871,144.9766
Carlton North,3,1540000,1,0,169,-37.7821,144.9753
Carlton North,4,1425000,3,0,122,-37.7893,144.9696
Carlton North,2,1725000,1,1,210,-37.7844,144.972
Carlton North,3,1280000,1,0,203,-37.7824,144.9733
Carlton North,3,2950000,1,2,499,-37.7811,144.9715
Carlton North,4,2175000,1,0,418,-37.7808,144.9736
Carlton North,2,765000,1,1,1031,-37.784,144.9715
Carlton North,2,800000,1,1,73,-37.7852,144.9719
Carlton North,2,1301000,1,0,133,-37.786,144.9704
Carlton North,4,2718000,2,0,538,-37.7816,144.9714
Carlton North,1,468000,1,1,861,-37.7851,144.9723
Carlton North,2,2400000,2,0,413,-37.7875,144.9759
Carlton North,3,2210000,2,1,190,-37.7847,144.9741
Carlton North,2,1330000,1,0,116,-37.7904,144.9726
Carlton North,4,2520000,2,2,504,-37.7805,144.9721
Carlton North,3,1214000,3,1,144,-37.7885,144.9757
Carlton North,3,1955000,2,1,163,-37.786,144.9751
Carlton North,1,390000,1,1,0,-37.7907,144.9691
Carlton North,1,885000,1,0,93,-37.7888,144.9698
Carlton North,3,2050000,2,0,84,-37.7879,144.9736
Carlton North,2,910000,1,1,100,-37.7879,144.9759
Carlton North,2,880000,1,0,142,-37.7911,144.9688
Carlton North,4,1950000,2,2,207,-37.7804,144.9748
Carlton North,3,1280000,1,1,131,-37.7846,144.9704
Carlton North,1,437000,1,1,0,-37.7798,144.9707
Carlton North,2,1150000,1,2,373,-37.7828,144.9702
Carlton North,2,520000,1,1,0,-37.7813,144.9773
Carlton North,2,570000,1,1,0,-37.7902,144.97
Carnegie,3,820000,1,2,0,-37.897,145.0623
Carnegie,2,795000,2,1,133,-37.8911,145.0539
Carnegie,2,600000,1,1,73,-37.897,145.0593
Carnegie,3,1295000,1,2,425,-37.8876,145.0502
Carnegie,4,1275000,2,0,365,-37.8877,145.0507
Carnegie,3,1620000,1,1,808,-37.8982,145.0461
Carnegie,2,510000,1,1,0,-37.8912,145.0644
Carnegie,1,255000,1,1,0,-37.8875,145.0599
Carnegie,2,890000,1,1,282,-37.8957,145.0528
Carnegie,1,346000,1,1,60,-37.8965,145.0618
Carnegie,3,860000,2,1,1113,-37.8972,145.0642
Carnegie,2,586000,1,1,898,-37.9003,145.0634
Carnegie,2,772000,1,2,0,-37.8863,145.066
Carnegie,4,1506000,2,2,561,-37.8934,145.0633
Carnegie,3,675000,2,1,0,-37.8972,145.0642
Carnegie,2,525000,1,2,0,-37.8893,145.0589
Carnegie,1,290000,1,1,0,-37.8858,145.0632
Carnegie,1,363000,1,1,0,-37.8982,145.0625
Carnegie,2,360000,1,1,0,-37.9032,145.0555
Carnegie,2,967500,1,2,299,-37.8973,145.053
Carnegie,2,1350000,2,2,265,-37.8881,145.0537
Carnegie,2,516000,1,1,0,-37.889,145.0533
Carnegie,1,330000,1,1,0,-37.8888,145.0533
Carnegie,3,1600000,2,2,751,-37.8945,145.0648
Carnegie,3,1170000,1,2,461,-37.8988,145.0516
Carnegie,1,260000,1,1,0,-37.8983,145.0627
Carnegie,3,1008000,2,1,300,-37.8974,145.0539
Carnegie,2,625000,1,1,78,-37.8967,145.0627
Carnegie,2,700000,2,1,106,-37.8881,145.0535
Carnegie,2,545000,1,1,109,-37.8971,145.0597
Carnegie,3,1170000,1,2,0,-37.8977,145.0493
Carnegie,4,1830000,2,2,687,-37.8931,145.0479
Carnegie,1,250000,1,1,0,-37.8982,145.0625
Carnegie,2,930000,2,1,166,-37.8982,145.0488
Carnegie,2,465000,1,1,0,-37.8881,145.0558
Carnegie,3,1646000,2,2,721,-37.8909,145.0648
Carnegie,2,460000,1,1,0,-37.8936,145.056
Carnegie,4,1550000,2,2,757,-37.8925,145.0541
Carnegie,2,707000,1,1,144,-37.892,145.0482
Carnegie,2,804000,2,1,0,-37.9,145.0548
Carnegie,3,1200000,2,1,588,-37.8937,145.0648
Carnegie,4,1501000,2,1,598,-37.9037,145.0588
Carnegie,3,950000,1,1,586,-37.888,145.0505
Carnegie,3,970000,2,2,325,-37.8933,145.0546
Carnegie,1,345000,1,1,0,-37.8968,145.0609
Carnegie,2,817500,1,1,211,-37.8856,145.0599
Carnegie,4,1450000,2,2,557,-37.8955,145.0515
Carnegie,3,1000000,2,1,390,-37.8905,145.0518
Carnegie,2,855000,1,1,158,-37.8886,145.052
Carnegie,2,675000,1,1,0,-37.8973,145.0625
Carnegie,2,588000,1,1,133,-37.89,145.0559
Carnegie,2,455000,1,1,0,-37.8897,145.0524
Carnegie,3,602500,1,2,0,-37.8893,145.0589
Carnegie,2,662000,2,1,0,-37.8873,145.0572
Carnegie,3,1420000,2,2,554,-37.8934,145.0599
Carnegie,3,920000,2,1,283,-37.8974,145.0622
Carnegie,3,1287000,1,1,620,-37.9031,145.0578
Carnegie,2,656000,1,1,103,-37.8873,145.0559
Carnegie,2,930000,1,1,264,-37.8864,145.0561
Carnegie,2,415000,1,1,0,-37.8889,145.048
Carnegie,2,650000,1,1,174,-37.8978,145.062
Carnegie,3,1360000,2,2,282,-37.8953,145.0567
Carnegie,2,380000,1,1,0,-37.8957,145.0599
Carnegie,2,765000,1,1,134,-37.8987,145.0557
Carnegie,4,1423000,3,4,838,-37.8972,145.0617
Carnegie,5,1900000,3,1,564,-37.8957,145.0487
Carnegie,2,907000,1,2,316,-37.8854,145.0636
Carnegie,1,350000,1,1,0,-37.8894,145.0508
Carnegie,3,1430000,2,2,603,-37.9023,145.0568
Carnegie,2,983500,1,1,333,-37.8867,145.0653
Carnegie,3,1490000,2,1,371,-37.8871,145.052
Carnegie,2,572000,2,1,0,-37.8873,145.0572
Carnegie,3,990000,2,2,0,-37.8927,145.0644
Carnegie,4,1100000,3,2,305,-37.8978,145.0506
Carnegie,3,1125000,1,1,604,-37.8993,145.0528
Carnegie,2,601000,1,1,132,-37.8959,145.06
Carnegie,4,1410000,3,3,650,-37.9011,145.051
Carnegie,2,405000,1,1,967,-37.8843,145.0531
Carnegie,4,1655000,2,2,595,-37.8916,145.0543
Carnegie,3,1910000,1,1,720,-37.8922,145.0544
