views,likes,dislikes,comment_count,,,,,
144934,1987,222,452,,,,,
144937,5246,171,280,,,,,
144945,2483,319,463,,,,,
144946,4311,435,3766,,,,,
144967,987,120,521,,,,,
145046,7218,286,330,,,,,
145048,19448,122,1312,,,,,
145093,11120,495,1610,,,,,
145093,5060,373,627,,,,,
145100,5198,74,657,,,,,
145213,4314,435,3769,,,,,
145215,1022,581,3004,,,,,
145269,5089,165,268,,,,,
145296,8987,170,736,,,,,
145299,4827,398,420,,,,,
145398,6236,412,817,,,,,
145442,653,218,168,,,,,
145445,4732,160,841,,,,,
145486,1723,227,196,,,,,
145493,5071,126,708,,,,,
145496,5298,52,570,,,,,
145499,4040,216,385,,,,,
145545,6017,165,719,,,,,
145560,5114,232,670,,,,,
145601,7955,149,1318,,,,,
145645,6034,180,611,,,,,
145717,5080,222,859,,,,,
145745,3143,373,1148,,,,,
145749,5157,75,217,,,,,
145826,16838,161,1098,,,,,
145869,6409,137,405,,,,,
145895,4236,161,242,,,,,
145921,1707,578,673,,,,,
145940,7384,139,318,,,,,
146004,9973,224,404,,,,,
146011,1691,1178,302,,,,,
146013,8719,243,349,,,,,
146013,4869,2866,1366,,,,,
146051,1135,640,1064,,,,,
146057,4015,203,214,,,,,
146065,6288,153,725,,,,,
146125,3971,114,371,,,,,
146163,2440,131,195,,,,,
146169,7446,69,2009,,,,,
146195,4430,198,459,,,,,
146218,6859,369,1411,,,,,
146272,4383,230,512,,,,,
146327,17509,61,912,,,,,
146340,6087,287,578,,,,,
146353,4276,215,1726,,,,,
146440,1295,392,245,,,,,
146449,719,134,479,,,,,
146469,5294,87,622,,,,,
146487,2270,25,65,,,,,
146505,3208,351,641,,,,,
146511,10937,64,889,,,,,
146536,1691,1762,250,,,,,
146578,2280,467,687,,,,,
146647,8014,405,1020,,,,,
146663,1198,97,558,,,,,
146669,2459,77,348,,,,,
146681,6011,389,624,,,,,
146710,1730,72,217,,,,,
146752,6988,543,1167,,,,,
146765,8636,82,549,,,,,
146802,2576,85,197,,,,,
146812,5936,1133,1096,,,,,
146813,6994,127,920,,,,,
146856,5555,107,400,,,,,
146873,2090,114,300,,,,,
146885,6303,153,792,,,,,
146888,5150,65,268,,,,,
146906,7110,117,450,,,,,
146953,7902,389,607,,,,,
146956,2610,103,356,,,,,
147003,3164,375,1124,,,,,
147034,7850,270,706,,,,,
147035,2750,185,129,,,,,
147042,12458,71,661,,,,,
147075,8515,42,982,,,,,
147121,723,134,478,,,,,
147146,9116,68,1320,,,,,
147193,5405,151,395,,,,,
147272,3381,41,144,,,,,
147317,5542,177,700,,,,,
147383,2678,155,257,,,,,
147396,5871,89,571,,,,,
147449,879,68,108,,,,,
147454,14455,462,3324,,,,,
147533,3632,128,156,,,,,
147571,6066,182,612,,,,,
147582,724,134,475,,,,,
147586,6294,413,806,,,,,
147702,23223,60,1364,,,,,
147740,11601,2805,6440,,,,,
147815,725,135,473,,,,,
147817,5483,176,845,,,,,
147840,1783,93,260,,,,,
147850,14838,78,816,,,,,
147851,5319,171,739,,,,,
147863,4030,115,374,,,,,
147886,725,135,473,,,,,
147887,7308,291,330,,,,,
147899,1441,45,184,,,,,
147900,4055,281,799,,,,,
147903,4552,198,664,,,,,
147926,9593,614,786,,,,,
147941,725,135,473,,,,,
147945,10382,175,802,,,,,
147971,10624,150,1176,,,,,
147972,6444,93,364,,,,,
147976,8826,244,351,,,,,
147991,725,135,472,,,,,
148038,5183,279,788,,,,,
148054,725,135,469,,,,,
148056,18907,51,1925,,,,,
148145,7944,280,1192,,,,,
148191,8911,267,326,,,,,
148201,2537,322,476,,,,,
148207,4460,199,460,,,,,
148223,1453,799,743,,,,,
148226,355,47,178,,,,,
148241,1006,33,96,,,,,
148257,20858,291,1205,,,,,
148286,6164,287,581,,,,,
148322,2545,113,225,,,,,
148372,3359,140,640,,,,,
148406,15765,115,1175,,,,,
148458,5122,228,862,,,,,
148536,414,32,341,,,,,
148553,1902,228,548,,,,,
148565,6965,171,666,,,,,
148566,1208,50,0,,,,,
148590,5182,169,270,,,,,
148651,11044,76,662,,,,,
148659,2325,136,197,,,,,
148675,5613,108,405,,,,,
148686,7560,737,2405,,,,,
148800,4989,47,267,,,,,
148804,10786,372,2386,,,,,
148841,7429,110,485,,,,,
148895,2181,429,473,,,,,
148901,498,56,101,,,,,
148937,7362,297,330,,,,,
148963,2227,183,192,,,,,
148983,8912,101,1035,,,,,
149005,351,6,21,,,,,
149011,4757,139,610,,,,,
149034,740,58,60,,,,,
149074,469,198,92,,,,,
149097,4874,109,1169,,,,,
149162,4990,187,588,,,,,
149184,5212,65,268,,,,,
149216,6096,182,617,,,,,
149224,239,165,411,,,,,
149231,16777,240,1179,,,,,
149253,17648,62,913,,,,,
149257,178,26,102,,,,,
149312,2697,2669,3325,,,,,
149328,8272,106,389,,,,,
149385,3419,958,3735,,,,,
149432,8572,161,786,,,,,
149506,3251,49,357,,,,,
149550,6865,116,555,,,,,
149631,5595,222,704,,,,,
149677,5796,227,249,,,,,
149700,6212,287,581,,,,,
149709,9401,105,868,,,,,
149725,1874,78,134,,,,,
149727,7552,72,2023,,,,,
149747,20909,160,793,,,,,
149770,1577,41,432,,,,,
149778,6670,60,360,,,,,
149792,2552,323,479,,,,,
149801,5575,127,320,,,,,
149873,3374,85,201,,,,,
149879,19909,127,1315,,,,,
149886,7929,422,903,,,,,
149925,5929,89,571,,,,,
149953,6090,199,332,,,,,
149962,1067,127,1866,,,,,
150069,5845,1001,1257,,,,,
150070,6236,229,749,,,,,
150078,6815,134,291,,,,,
150082,8303,230,629,,,,,
150117,11143,64,899,,,,,
150133,891,71,115,,,,,
150202,5665,108,405,,,,,
150229,3529,271,574,,,,,
150238,3372,226,366,,,,,
150259,8030,390,607,,,,,
150363,6864,333,469,,,,,
150386,744,758,687,,,,,
150393,10444,165,1099,,,,,
150443,4557,184,278,,,,,
150461,15917,488,2288,,,,,
150526,19282,76,2754,,,,,
150539,6657,221,361,,,,,
150554,5178,228,868,,,,,
150557,6248,287,579,,,,,
150565,1687,212,1043,,,,,
150573,5431,56,573,,,,,
150617,1315,395,247,,,,,
150622,930,21,64,,,,,
150691,2790,68,583,,,,,
150693,20950,88,1267,,,,,
150724,8266,355,848,,,,,
150729,13242,302,963,,,,,
150789,8433,401,647,,,,,
150801,6128,183,620,,,,,
150822,2666,335,697,,,,,
150839,5575,105,844,,,,,
150880,10110,110,669,,,,,
150908,7092,127,924,,,,,
150941,7312,105,243,,,,,
150990,7429,302,331,,,,,
150991,746,758,522,,,,,
151039,9801,304,6111,,,,,
151057,10580,636,2135,,,,,
151077,4612,201,670,,,,,
151135,6267,287,578,,,,,
151222,12607,72,710,,,,,
151274,6870,74,335,,,,,
151305,2647,147,432,,,,,
151320,2719,2684,3396,,,,,
151323,9809,132,1257,,,,,
151379,1027,128,132,,,,,
151389,5758,80,556,,,,,
151401,2566,323,481,,,,,
151446,12768,259,501,,,,,
151473,5709,108,412,,,,,
151535,5288,65,268,,,,,
151563,240,167,414,,,,,
151567,4459,629,686,,,,,
151574,6432,89,1277,,,,,
151578,17799,64,913,,,,,
151594,9755,624,781,,,,,
151602,15327,164,1493,,,,,
151608,6243,115,1186,,,,,
151626,9040,270,327,,,,,
151631,15078,158,1179,,,,,
151633,6287,287,578,,,,,
151705,1407,391,584,,,,,
151709,9210,71,1103,,,,,
151739,8015,104,1774,,,,,
151742,9245,72,1330,,,,,
151744,5964,90,579,,,,,
151767,8473,63,573,,,,,
151769,896,73,112,,,,,
151902,2676,37,239,,,,,
151917,4323,689,2039,,,,,
151943,2819,148,420,,,,,
151965,1241,99,570,,,,,
151992,2009,134,281,,,,,
152001,9020,244,360,,,,,
152062,6304,287,578,,,,,
152157,2724,2695,3426,,,,,
152177,1901,79,134,,,,,
152198,8093,284,1145,,,,,
152234,2469,80,169,,,,,
152236,6267,334,656,,,,,
152262,6487,155,829,,,,,
152272,1571,93,526,,,,,
152289,5828,46,437,,,,,
152320,1962,262,143,,,,,
152332,7605,74,2062,,,,,
152333,7751,116,676,,,,,
152388,6146,183,625,,,,,
152482,2723,2699,3426,,,,,
152485,473,199,92,,,,,
152532,10862,153,1195,,,,,
152533,5224,228,874,,,,,
152544,9773,61,823,,,,,
152598,7530,113,481,,,,,
152610,4767,87,327,,,,,
152613,2109,72,160,,,,,
152649,2725,2702,3429,,,,,
152665,11236,76,671,,,,,
152697,5341,202,774,,,,,
152766,11762,123,914,,,,,
152796,8154,392,612,,,,,
152813,2726,2703,3432,,,,,
152878,4845,141,613,,,,,
152894,4114,287,831,,,,,
152895,2584,323,482,,,,,
152905,4508,233,512,,,,,
152916,902,73,118,,,,,
152933,2728,2704,3426,,,,,
152954,8673,36,616,,,,,
152957,11381,126,1386,,,,,
153053,13917,83,658,,,,,
153094,9305,463,643,,,,,
153131,12441,48,548,,,,,
153142,8023,89,593,,,,,
153168,5648,92,233,,,,,
153170,524,9,28,,,,,
153186,1395,72,185,,,,,
153220,660,320,479,,,,,
153238,19284,52,1947,,,,,
153263,5735,108,412,,,,,
153264,4422,261,1771,,,,,
153279,4646,204,674,,,,,
153305,9810,630,783,,,,,
153307,7184,135,1510,,,,,
153315,11235,69,1021,,,,,
153341,477,200,92,,,,,
153374,504,131,480,,,,,
153416,8124,396,895,,,,,
153458,2227,158,262,,,,,
153469,4379,226,1802,,,,,
153501,5107,48,266,,,,,
153513,2930,121,223,,,,,
153535,1685,188,899,,,,,
153550,5341,65,272,,,,,
153583,6989,92,845,,,,,
153601,2734,209,171,,,,,
153601,8260,40,692,,,,,
153804,9243,175,751,,,,,
153884,1271,276,944,,,,,
153898,7551,1028,1904,,,,,
153924,1130,215,587,,,,,
154011,7640,74,2070,,,,,
154033,8763,327,649,,,,,
154038,9176,213,2053,,,,,
154042,2954,68,297,,,,,
154069,3270,231,308,,,,,
154081,9386,1989,2254,,,,,
154117,8496,53,1203,,,,,
154184,4753,110,265,,,,,
154206,1180,107,55,,,,,
154206,3307,50,361,,,,,
154224,1584,63,272,,,,,
154250,15228,79,818,,,,,
154252,4713,107,324,,,,,
154363,2603,324,485,,,,,
154385,9862,156,2757,,,,,
154432,1377,124,131,,,,,
154465,10324,228,413,,,,,
154494,2163,147,211,,,,,
154514,6105,135,1464,,,,,
154520,4201,220,390,,,,,
154526,2955,51,156,,,,,
154541,8227,414,1038,,,,,
154546,3736,412,557,,,,,
154559,5552,58,587,,,,,
154665,5394,78,221,,,,,
154691,6783,110,285,,,,,
154692,2535,57,496,,,,,
154695,20671,277,1636,,,,,
154703,17947,64,913,,,,,
154709,816,2311,746,,,,,
154731,8963,70,1063,,,,,
154748,7473,93,491,,,,,
154749,2450,191,741,,,,,
154779,4364,158,546,,,,,
154782,6536,69,741,,,,,
154789,15126,82,2053,,,,,
154844,4076,148,650,,,,,
154851,2415,71,176,,,,,
154871,6992,187,364,,,,,
154872,7683,164,1734,,,,,
154888,9844,631,783,,,,,
154922,4594,185,281,,,,,
154997,21475,162,814,,,,,
155006,2607,43,832,,,,,
155032,527,64,113,,,,,
155036,4840,71,301,,,,,
155058,5383,65,272,,,,,
155087,788,110,490,,,,,
155126,6646,121,301,,,,,
155133,4672,205,681,,,,,
155135,12269,568,2287,,,,,
155176,7675,74,2081,,,,,
155224,1478,166,135,,,,,
155242,6575,152,547,,,,,
155285,4719,64,207,,,,,
155332,4668,55,183,,,,,
155341,1263,99,571,,,,,
155347,477,561,402,,,,,
155387,6153,576,666,,,,,
155388,1925,81,134,,,,,
155424,1348,219,297,,,,,
155479,5151,86,356,,,,,
155533,4621,233,451,,,,,
155556,19415,52,1956,,,,,
155566,4795,280,720,,,,,
155584,4908,141,614,,,,,
155631,1930,867,1031,,,,,
155701,11043,375,2437,,,,,
155805,1593,27,126,,,,,
155815,1076,131,570,,,,,
155825,4599,142,1901,,,,,
155861,8964,599,659,,,,,
155869,7268,277,1098,,,,,
155880,13240,458,1137,,,,,
155888,12727,363,3276,,,,,
155923,1023,96,636,,,,,
155958,2453,191,735,,,,,
155975,3059,882,1238,,,,,
156007,11110,322,649,,,,,
156059,2797,119,156,,,,,
156060,4477,186,321,,,,,
156087,6415,90,472,,,,,
156101,1754,75,225,,,,,
156114,1737,218,1076,,,,,
156176,7407,162,1064,,,,,
156187,181,125,110,,,,,
156204,13051,430,1270,,,,,
156242,8713,45,977,,,,,
156243,7399,92,761,,,,,
156317,3780,130,133,,,,,
156335,1683,192,132,,,,,
156394,2455,191,734,,,,,
156394,2724,87,201,,,,,
156420,8285,103,556,,,,,
156425,9888,634,776,,,,,
156428,11437,283,880,,,,,
156466,2586,624,796,,,,,
156493,4702,205,685,,,,,
156494,5422,87,485,,,,,
156568,1619,1279,985,,,,,
156585,2368,335,553,,,,,
156600,1747,43,133,,,,,
156626,16194,515,2354,,,,,
156634,13534,612,1877,,,,,
156660,1934,81,136,,,,,
156669,8019,126,1015,,,,,
156712,2456,191,734,,,,,
156774,1849,95,291,,,,,
156803,4159,293,844,,,,,
156819,13330,77,497,,,,,
156892,5863,144,288,,,,,
156905,429,658,949,,,,,
156932,2688,150,434,,,,,
156939,10859,191,867,,,,,
156961,1412,126,0,,,,,
156962,20829,150,1572,,,,,
156998,18084,64,915,,,,,
157009,19969,120,1334,,,,,
157011,4504,265,1789,,,,,
157037,7800,96,326,,,,,
157049,3756,523,1203,,,,,
157122,6647,156,854,,,,,
157137,6968,349,486,,,,,
157142,3217,389,1263,,,,,
157190,9605,126,893,,,,,
157203,5350,392,657,,,,,
157219,19903,81,2778,,,,,
157257,10714,145,522,,,,,
157266,5707,191,894,,,,,
157286,4637,187,281,,,,,
157383,8162,221,342,,,,,
157434,1137,269,248,,,,,
157443,6420,348,521,,,,,
157453,1943,81,136,,,,,
157494,0,0,161,,,,,
157496,4155,614,780,,,,,
157522,8012,85,286,,,,,
157532,4109,70,421,,,,,
157547,1827,50,261,,,,,
157617,2552,83,177,,,,,
157637,8434,42,705,,,,,
157642,1861,344,275,,,,,
157665,11444,79,676,,,,,
157711,7852,53,443,,,,,
157718,5686,112,894,,,,,
157759,685,767,1247,,,,,
157819,19559,52,1962,,,,,
157829,3369,33,347,,,,,
157867,2890,213,592,,,,,
157916,3366,51,363,,,,,
157936,4728,208,699,,,,,
157973,681,337,546,,,,,
157975,1950,81,136,,,,,
158013,2232,72,197,,,,,
158067,3620,134,254,,,,,
158160,5215,48,270,,,,,
158172,2384,84,213,,,,,
158173,6587,68,611,,,,,
158273,4590,235,508,,,,,
158320,8012,389,877,,,,,
158399,9250,110,534,,,,,
158406,6773,364,947,,,,,
158406,6773,364,947,,,,,
158459,5935,351,1144,,,,,
158465,2857,148,420,,,,,
158535,422,33,342,,,,,
158541,1890,97,304,,,,,
158560,5862,136,1363,,,,,
158576,1611,34,66,,,,,
158585,1282,22,86,,,,,
158676,8046,131,463,,,,,
158753,1464,51,192,,,,,
158778,1334,676,677,,,,,
158808,2184,122,310,,,,,
158813,1797,74,223,,,,,
158882,4236,223,1019,,,,,
158953,9980,125,500,,,,,
158957,18186,64,917,,,,,
158975,5097,502,763,,,,,
159006,13214,264,533,,,,,
159011,8709,159,616,,,,,
159014,1612,96,533,,,,,
159066,3462,144,646,,,,,
159122,6749,380,756,,,,,
159145,6373,247,785,,,,,
159161,9628,2005,2308,,,,,
159168,4546,268,1791,,,,,
159194,8224,407,956,,,,,
159240,5215,171,778,,,,,
159248,21842,168,829,,,,,
159322,5490,291,811,,,,,
159370,9582,156,1034,,,,,
159384,4667,187,281,,,,,
159410,631,160,190,,,,,
159429,3566,791,619,,,,,
159434,6628,132,843,,,,,
159436,5238,203,275,,,,,
159480,552,1109,397,,,,,
159519,10035,124,496,,,,,
159532,789,92,0,,,,,
159575,1767,76,225,,,,,
159616,2714,106,364,,,,,
159679,3102,67,166,,,,,
159691,8456,94,469,,,,,
159729,16378,516,2372,,,,,
159742,7178,132,800,,,,,
159746,19463,246,942,,,,,
159774,4993,142,616,,,,,
159782,2377,466,423,,,,,
159785,11726,150,513,,,,,
159888,2177,39,139,,,,,
159895,11220,244,692,,,,,
159919,1954,907,1061,,,,,
159957,6946,234,321,,,,,
159987,10191,314,3538,,,,,
159988,4640,510,511,,,,,
160012,0,0,1722,,,,,
160078,5493,109,392,,,,,
160118,5558,107,444,,,,,
160118,2482,1029,1218,,,,,
160142,2140,992,287,,,,,
160153,8033,168,1374,,,,,
160182,789,51,107,,,,,
160196,10834,162,327,,,,,
160245,6791,262,2271,,,,,
160266,2103,139,302,,,,,
160294,9684,211,515,,,,,
160340,9822,118,2063,,,,,
160366,6655,94,1327,,,,,
160407,604,170,213,,,,,
160409,20169,80,2799,,,,,
160447,1041,573,1510,,,,,
160477,8388,691,950,,,,,
160482,9055,448,551,,,,,
160530,9556,184,840,,,,,
160530,7156,175,716,,,,,
160565,543,13,28,,,,,
160571,1646,1287,904,,,,,
160591,2063,121,242,,,,,
160674,5568,68,609,,,,,
160825,7258,146,764,,,,,
160857,11050,261,1356,,,,,
160858,1944,276,701,,,,,
160892,2583,147,200,,,,,
160898,4900,114,485,,,,,
160903,19794,164,1995,,,,,
160908,1722,192,908,,,,,
160971,4436,175,242,,,,,
160986,5031,148,272,,,,,
160996,1458,393,599,,,,,
161008,2655,50,175,,,,,
161040,1754,57,185,,,,,
161050,13050,104,657,,,,,
161057,686,338,541,,,,,
161060,8392,428,1058,,,,,
161072,8890,95,417,,,,,
161077,8514,42,712,,,,,
161101,18308,64,927,,,,,
161136,10643,119,567,,,,,
161172,9751,126,895,,,,,
161185,2725,152,440,,,,,
161202,5545,290,819,,,,,
161225,431,286,250,,,,,
161231,7803,169,1479,,,,,
161249,907,615,1635,,,,,
161270,5276,49,270,,,,,
161302,6523,353,528,,,,,
161332,4214,297,859,,,,,
161333,9297,138,1158,,,,,
161347,4489,230,1870,,,,,
161357,9126,36,399,,,,,
161364,1017,103,413,,,,,
161369,9349,160,470,,,,,
161370,4310,221,392,,,,,
161404,16482,180,1649,,,,,
161456,4724,71,138,,,,,
161460,2266,440,480,,,,,
161532,1272,45,54,,,,,
161536,5948,324,783,,,,,
161543,2765,113,658,,,,,
161587,548,53,579,,,,,
161597,8669,128,816,,,,,
161605,15826,75,1476,,,,,
161676,5976,74,523,,,,,
161679,426,33,342,,,,,
161746,3441,55,381,,,,,
161782,7920,122,459,,,,,
161790,3325,112,436,,,,,
161846,749,83,110,,,,,
161925,2153,2196,439,,,,,
161963,7353,154,1528,,,,,
162006,7229,97,886,,,,,
162045,5020,76,308,,,,,
162079,9756,2011,2271,,,,,
162087,7293,92,644,,,,,
162127,11641,79,685,,,,,
162169,8462,158,1284,,,,,
162174,5484,398,629,,,,,
162276,6816,160,867,,,,,
162300,7325,177,546,,,,,
162346,1776,570,2963,,,,,
162444,9061,197,885,,,,,
162446,10489,235,463,,,,,
162482,6478,214,402,,,,,
162508,5013,88,341,,,,,
162508,11352,157,1207,,,,,
162520,5827,98,278,,,,,
162597,5734,106,525,,,,,
162597,4214,159,660,,,,,
162618,10745,239,427,,,,,
162675,808,53,116,,,,,
162679,882,50,173,,,,,
162737,16528,517,2426,,,,,
162816,5604,173,971,,,,,
162819,7423,76,416,,,,,
162827,6862,157,813,,,,,
162834,5691,29,680,,,,,
162864,9526,183,761,,,,,
162868,1966,933,1055,,,,,
162967,3116,138,272,,,,,
163011,2759,193,393,,,,,
163042,1162,276,251,,,,,
163043,1456,396,621,,,,,
163201,4008,216,168,,,,,
163204,5350,1257,712,,,,,
163261,447,62,57,,,,,
163261,537,4074,0,,,,,
163263,2892,150,424,,,,,
163336,427,35,342,,,,,
163378,6825,71,760,,,,,
163409,5326,49,273,,,,,
163425,3503,149,184,,,,,
163436,690,343,539,,,,,
163440,13142,75,704,,,,,
163442,10918,163,2569,,,,,
163472,1383,227,319,,,,,
163473,4289,81,472,,,,,
163475,27852,38,2353,,,,,
163595,15625,85,2094,,,,,
163599,5045,144,628,,,,,
163686,4682,236,510,,,,,
163701,8597,43,721,,,,,
163727,2740,155,445,,,,,
163742,7445,108,1350,,,,,
163769,14443,125,807,,,,,
163780,826,10,167,,,,,
163781,9709,165,844,,,,,
163815,6400,155,1053,,,,,
163858,13463,269,535,,,,,
163882,11453,210,939,,,,,
163916,844,433,862,,,,,
163941,5839,243,739,,,,,
163944,3776,418,566,,,,,
163973,17582,116,1337,,,,,
164017,451,681,994,,,,,
164028,6597,357,556,,,,,
164062,4496,94,91,,,,,
164096,8989,279,684,,,,,
164159,6761,49,208,,,,,
164214,3411,288,215,,,,,
164237,18528,276,877,,,,,
164241,429,35,343,,,,,
164243,11433,74,1051,,,,,
164324,16078,1928,4132,,,,,
164325,3036,122,131,,,,,
164333,10769,99,610,,,,,
164365,9856,2011,2297,,,,,
164406,8780,127,2127,,,,,
164471,4454,78,574,,,,,
164524,2684,86,182,,,,,
164659,3121,896,1241,,,,,
164678,4633,111,391,,,,,
164693,1165,276,253,,,,,
164697,5890,370,476,,,,,
164703,7803,205,306,,,,,
164744,1701,194,135,,,,,
164767,2961,205,136,,,,,
164771,12146,322,639,,,,,
164784,3931,138,140,,,,,
164800,3500,80,161,,,,,
164811,1631,96,536,,,,,
164817,3475,57,389,,,,,
164897,4253,297,865,,,,,
164969,5366,49,273,,,,,
165000,5280,90,359,,,,,
165024,11746,80,686,,,,,
165074,4669,591,392,,,,,
165099,694,817,1282,,,,,
165099,16661,518,2451,,,,,
165103,6090,1007,1385,,,,,
165106,4670,902,1041,,,,,
165139,3496,471,557,,,,,
165152,5300,214,628,,,,,
165172,12650,161,994,,,,,
165175,546,68,119,,,,,
165205,5665,112,442,,,,,
165223,2452,265,0,,,,,
165263,9865,128,887,,,,,
165295,4513,169,555,,,,,
165308,21722,151,1612,,,,,
165309,17289,205,1173,,,,,
165337,5717,212,613,,,,,
165353,15688,172,1554,,,,,
165379,1818,773,1244,,,,,
165417,566,54,68,,,,,
165453,5598,398,616,,,,,
165453,5083,144,632,,,,,
165494,3487,238,512,,,,,
165502,5627,196,721,,,,,
165505,825,54,120,,,,,
165517,1882,125,392,,,,,
165533,9091,136,873,,,,,
165538,3695,1068,4004,,,,,
165560,2428,336,556,,,,,
165564,554,13,29,,,,,
165607,11390,163,1968,,,,,
165610,6059,5928,3974,,,,,
165612,600,9,55,,,,,
165617,20572,140,1407,,,,,
165617,20572,140,1407,,,,,
165624,7083,176,781,,,,,
165635,542,144,512,,,,,
165652,10413,317,3560,,,,,
165688,7198,182,673,,,,,
165698,8599,361,930,,,,,
165753,4323,163,674,,,,,
165762,7357,390,1492,,,,,
165770,457,688,995,,,,,
165822,3579,70,201,,,,,
165888,10474,92,835,,,,,
165906,11397,205,931,,,,,
165923,6518,171,758,,,,,
165957,1969,46,88,,,,,
166005,3367,406,1277,,,,,
166006,1167,278,254,,,,,
166036,8542,376,876,,,,,
166097,700,347,557,,,,,
166110,5386,49,274,,,,,
166137,8651,43,722,,,,,
166157,4276,130,436,,,,,
166157,9791,355,841,,,,,
166228,892,723,1555,,,,,
166235,9925,50,340,,,,,
166252,695,817,1231,,,,,
166260,1235,697,1173,,,,,
166268,6104,327,787,,,,,
166268,541,144,511,,,,,
166274,16933,120,1321,,,,,
166323,1791,57,257,,,,,
166418,9951,2014,2297,,,,,
166434,6951,163,877,,,,,
166469,3788,422,573,,,,,
166495,3648,79,361,,,,,
166529,4564,233,1864,,,,,
166577,5931,286,924,,,,,
166582,2227,127,313,,,,,
166587,4374,53,419,,,,,
166627,539,144,510,,,,,
166647,5824,121,943,,,,,
166649,1175,280,254,,,,,
166656,10956,243,428,,,,,
166736,8902,92,362,,,,,
166767,4995,189,845,,,,,
166819,833,55,120,,,,,
166822,3538,81,161,,,,,
166842,7164,236,335,,,,,
166844,4586,206,723,,,,,
166848,7444,158,1542,,,,,
166855,3469,298,619,,,,,
166906,4418,226,399,,,,,
166940,8124,289,679,,,,,
166944,8762,263,563,,,,,
166956,6507,132,696,,,,,
167005,1292,47,57,,,,,
167038,1180,135,673,,,,,
167044,5410,49,275,,,,,
167064,6304,398,837,,,,,
167077,2937,151,427,,,,,
167078,18896,441,1627,,,,,
167091,695,822,1243,,,,,
167101,5179,205,641,,,,,
167110,2883,90,203,,,,,
167124,5098,144,635,,,,,
167196,12458,59,887,,,,,
167209,1179,281,254,,,,,
167299,11845,80,692,,,,,
167333,3219,280,261,,,,,
167348,5709,113,445,,,,,
167454,1741,192,928,,,,,
167484,10718,37,440,,,,,
167497,10046,105,296,,,,,
167552,1036,107,415,,,,,
167556,2887,260,1424,,,,,
167561,4283,299,884,,,,,
167655,25862,145,2544,,,,,
167672,695,830,1234,,,,,
167689,5447,182,279,,,,,
167733,13662,272,538,,,,,
167736,9286,39,649,,,,,
167752,6138,251,906,,,,,
167753,238,74,0,,,,,
167756,2095,128,252,,,,,
167776,840,55,121,,,,,
167813,986,270,87,,,,,
167952,3554,81,161,,,,,
168000,5085,97,408,,,,,
168064,2782,107,376,,,,,
168094,4589,45,402,,,,,
168103,5424,49,275,,,,,
168118,5670,399,614,,,,,
168135,20278,170,2040,,,,,
168135,4399,201,2598,,,,,
168135,4399,201,2598,,,,,
168138,1645,96,537,,,,,
168162,14142,79,544,,,,,
168186,5120,144,636,,,,,
168196,4388,164,679,,,,,
168216,1337,1039,3905,,,,,
168220,9476,342,672,,,,,
168229,1091,151,174,,,,,
168245,1824,4152,1083,,,,,
168254,1950,176,437,,,,,
168288,1758,50,0,,,,,
168384,7596,291,1111,,,,,
168417,1713,28,127,,,,,
168428,9961,130,890,,,,,
168435,5425,175,351,,,,,
168446,374,48,191,,,,,
168447,1181,282,256,,,,,
168460,843,55,124,,,,,
168475,3048,59,161,,,,,
168637,20515,71,1887,,,,,
168640,6199,330,788,,,,,
168675,2412,186,1286,,,,,
168712,6785,157,398,,,,,
168739,9959,471,699,,,,,
168863,1181,282,255,,,,,
168887,7152,160,551,,,,,
168901,4291,54,161,,,,,
168909,4771,238,512,,,,,
168910,10519,321,3579,,,,,
168913,3563,81,162,,,,,
168965,5139,143,637,,,,,
168969,3545,150,632,,,,,
169022,1250,705,1169,,,,,
169025,848,55,124,,,,,
169038,7925,152,886,,,,,
169050,569,13,29,,,,,
169061,6828,99,1356,,,,,
169061,4762,600,396,,,,,
169124,7432,126,413,,,,,
169130,4295,300,872,,,,,
169136,8488,277,809,,,,,
169137,5143,79,314,,,,,
169177,501,578,413,,,,,
169188,12078,257,1583,,,,,
169208,22760,94,1333,,,,,
169209,13654,231,553,,,,,
169239,5912,113,742,,,,,
169359,15917,88,2014,,,,,
169390,887,354,806,,,,,
169411,7443,101,973,,,,,
169441,2021,293,714,,,,,
169468,10974,73,1611,,,,,
169479,17388,163,1770,,,,,
169511,57,59,79,,,,,
169527,378,36,56,,,,,
169542,11543,75,1059,,,,,
169569,16347,142,1819,,,,,
169577,4788,55,181,,,,,
169603,11740,162,1219,,,,,
169610,5146,143,639,,,,,
169662,7285,82,342,,,,,
169678,2195,148,313,,,,,
169684,1680,277,688,,,,,
169711,8594,95,625,,,,,
169713,12074,185,453,,,,,
169726,11947,80,699,,,,,
169750,7080,69,361,,,,,
169808,5758,115,447,,,,,
169810,4233,58,765,,,,,
169829,3337,217,308,,,,,
169862,11587,211,947,,,,,
169915,7518,152,793,,,,,
169934,11759,305,894,,,,,
169941,11082,246,435,,,,,
169972,4027,146,140,,,,,
169977,6152,150,315,,,,,
169986,934,70,1087,,,,,
170027,7059,167,885,,,,,
170075,696,849,1257,,,,,
170179,10501,101,407,,,,,
170211,23395,141,2909,,,,,
170214,9760,744,707,,,,,
170229,9701,258,997,,,,,
170231,3683,202,575,,,,,
170269,6255,330,795,,,,,
170279,26441,297,1576,,,,,
170325,1752,192,929,,,,,
170436,8471,122,559,,,,,
170439,3304,78,190,,,,,
